orient,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,polygon.started,polygon_2.started,polygon.stopped,polygon_2.stopped,grating.started,key_resp.started,grating.stopped,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
45,7,0,14,1,29.300452600000426,,29.287986400013324,29.300452600000426,30.29975090001244,30.29975090001244,30.7992632999958,30.7992632999958,31.09914679999929,31.09914679999929,31.366788000013912,down,1,0.2515803999849595,None,-4,Hirva,001,2023-11-27_23h17.06.690,Final_Project,2023.2.3,59.98685088342161,2023-11-27 23h17.20.401846 +0530,
0,7,1,15,0,31.382259100006195,,31.36859560001176,31.382259100006195,32.38142869999865,32.38142869999865,32.88109350000741,32.88109350000741,33.18088890000945,33.18088890000945,33.46625560001121,down,1,0.2837878999998793,None,1,Hirva,001,2023-11-27_23h17.06.690,Final_Project,2023.2.3,59.98685088342161,2023-11-27 23h17.20.401846 +0530,
0,8,0,16,0,33.48055460001342,,33.468217599991476,33.48055460001342,34.47979939999641,34.47979939999641,34.97937750001438,34.97937750001438,35.27913080001599,35.27913080001599,35.897900400013896,down,1,0.6167077000136487,None,2,Hirva,001,2023-11-27_23h17.06.690,Final_Project,2023.2.3,59.98685088342161,2023-11-27 23h17.20.401846 +0530,
45,8,1,17,1,35.91195989999687,,35.90637879999122,35.91195989999687,36.91134730001795,36.92774840001948,37.41081190001569,37.41081190001569,37.71047140000155,37.71047140000155,37.928075000003446,up,1,0.21525649999966845,None,0,Hirva,001,2023-11-27_23h17.06.690,Final_Project,2023.2.3,59.98685088342161,2023-11-27 23h17.20.401846 +0530,
45,9,0,18,1,37.943414500012295,,37.929429800016806,37.943414500012295,38.94258239999181,38.94258239999181,39.44242710000253,39.44242710000253,39.74192420000327,39.74192420000327,39.993169299996225,down,1,0.24679279999691062,None,-2,Hirva,001,2023-11-27_23h17.06.690,Final_Project,2023.2.3,59.98685088342161,2023-11-27 23h17.20.401846 +0530,
0,9,1,19,0,40.00857309999992,,39.99549689999549,40.00857309999992,41.00779020000482,41.00779020000482,41.5073190999974,41.5073190999974,41.8070520000183,41.8070520000183,42.07513770001242,up,1,0.25625100001343526,None,0,Hirva,001,2023-11-27_23h17.06.690,Final_Project,2023.2.3,59.98685088342161,2023-11-27 23h17.20.401846 +0530,
0,10,0,20,0,42.09005840000464,,42.076901699998416,42.09005840000464,43.089656500000274,43.089656500000274,43.58874310000101,43.58874310000101,43.88858160001109,43.88858160001109,44.356180000002496,down,0,0.45731870000599883,None,0,Hirva,001,2023-11-27_23h17.06.690,Final_Project,2023.2.3,59.98685088342161,2023-11-27 23h17.20.401846 +0530,
45,10,1,21,1,44.37164630001644,,44.35842070000945,44.37164630001644,45.37085579999257,45.37085579999257,45.87040980000165,45.87040980000165,46.170208399998955,46.170208399998955,46.38893340001232,down,1,0.20518119999906048,None,-5,Hirva,001,2023-11-27_23h17.06.690,Final_Project,2023.2.3,59.98685088342161,2023-11-27 23h17.20.401846 +0530,
45,11,0,22,1,46.40324089999194,,46.39190960000269,46.40324089999194,47.40252100001089,47.40252100001089,47.90216319999308,47.90216319999308,48.201804300013464,48.201804300013464,48.73541069999919,up,1,0.5226872000203002,None,0,Hirva,001,2023-11-27_23h17.06.690,Final_Project,2023.2.3,59.98685088342161,2023-11-27 23h17.20.401846 +0530,
0,11,1,23,0,48.75134760001674,,48.73689319999539,48.75134760001674,49.7504462999932,49.7504462999932,50.25024530000519,50.25024530000519,50.54989120000391,50.54989120000391,50.76834519999102,up,1,0.20276089999242686,None,0,Hirva,001,2023-11-27_23h17.06.690,Final_Project,2023.2.3,59.98685088342161,2023-11-27 23h17.20.401846 +0530,
0,12,0,24,0,50.78279409999959,,50.77184689999558,50.78279409999959,51.78199129999848,51.78199129999848,52.281651299999794,52.281651299999794,52.58132170001045,52.58132170001045,53.18172590000904,down,0,0.5865948999999091,None,0,Hirva,001,2023-11-27_23h17.06.690,Final_Project,2023.2.3,59.98685088342161,2023-11-27 23h17.20.401846 +0530,
