orient,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon_2.started,polygon.stopped,polygon_2.stopped,grating.started,key_resp.started,grating.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,participant,session,date,expName,psychopyVersion,frameRate,
45,25,1,51,1,208.0743612999795,209.07406359998276,209.07406359998276,209.57420630002161,209.57420630002161,209.87411829998018,209.87411829998018,down,0,0.869032500020694,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,26,0,52,0,210.77398539998103,211.77406199998222,211.77406199998222,212.27398840000387,212.27398840000387,212.574042799999,212.574042799999,up,1,0.7752189000020735,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,26,1,53,1,213.37410630000522,214.37415340001462,214.37415340001462,214.87418149999576,214.87418149999576,215.17400370002724,215.17400370002724,down,0,0.9047531000105664,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,27,0,54,0,216.10752920003142,217.10758240002906,217.10758240002906,217.60761429998092,217.60761429998092,217.9071077000117,217.9071077000117,down,1,0.5981779000139795,None,3,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,27,1,55,1,218.52408290002495,219.52413289999822,219.52413289999822,220.0244473000057,220.0244473000057,220.32404129998758,220.32404129998758,up,1,0.7022485000197776,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,28,0,56,0,221.05750280001666,222.05751730001066,222.05751730001066,222.55764050001744,222.55764050001744,222.85749439999927,222.85749439999927,up,1,0.6929292000131682,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,28,1,57,1,223.57420849998016,224.5741973000113,224.5741973000113,225.07427560002543,225.07427560002543,225.3739097000216,225.3739097000216,down,1,0.45572879997780547,None,-3,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,29,0,58,1,225.8576158999931,226.85736189997988,226.85736189997988,227.3577344000223,227.3577344000223,227.65762220002944,227.65762220002944,up,1,0.689994900021702,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,29,1,59,0,228.37407389999134,229.37385139998514,229.37385139998514,229.8742174000363,229.8742174000363,230.1741321000154,230.1741321000154,up,1,0.5846629999577999,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,30,0,60,0,230.79060850001406,231.7906001000083,231.7906001000083,232.29096589999972,232.29096589999972,232.59065880003618,232.59065880003618,down,1,0.3574172999942675,None,1,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,30,1,61,1,232.973983999982,233.97417120001046,233.97417120001046,234.47428140003467,234.47428140003467,234.77416030003224,234.77416030003224,down,1,0.30915740004274994,None,4,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,31,0,62,0,235.107619300019,236.10712549998425,236.10712549998425,236.6077607999905,236.6077607999905,236.9074528000201,236.9074528000201,up,1,0.7495135000208393,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,31,1,63,1,237.673813899979,238.674080900033,238.674080900033,239.17428199999267,239.17428199999267,239.47399870003574,239.47399870003574,down,1,0.2652206000057049,None,4,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,32,0,64,1,239.75734180002473,240.7571057000314,240.7571057000314,241.25772240001243,241.25772240001243,241.557544899988,241.557544899988,down,0,0.1667672999901697,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,32,1,65,0,241.74048129998846,242.74044050002703,242.74044050002703,243.24100139999064,243.24100139999064,243.54021300002933,243.54021300002933,down,1,0.4385630000033416,None,1,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
45,33,0,66,1,244.00739059998887,245.0075899999938,245.0075899999938,245.50761179998517,245.50761179998517,245.8074422000209,245.8074422000209,up,1,0.7611478999606334,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
0,33,1,67,0,246.5904445000342,247.59069690003525,247.59069690003525,248.0907132999855,248.0907132999855,248.39076590002514,248.39076590002514,up,1,0.9034301999490708,None,0,Aahana,001,2023-11-28_19h39.11.555,Final_Project,2023.1.3,59.803140014579405,
